Resolution,1,2,3,4,5,6,7,8,9,10,12,16,32,64,128
1280x720,39.059456,21.181236,13.736346,10.223616,8.33618,7.1303163,6.5535994,7.2351747,8.912896,9.17504,7.916749,7.7070336,10.118758,13.159628,22.596811
1920x1080,85.45895,43.201332,29.3077,22.124954,17.773365,14.942207,13.631488,12.582912,19.031652,17.511219,15.361638,13.474202,14.837349,19.975372,32.50586
2560x1440,150.26094,76.07419,51.22294,38.84974,31.195133,26.161972,23.121103,23.016241,30.723276,30.19899,26.948404,23.64539,24.379393,28.206696,38.587597
3840x2160,331.19272,167.92944,112.93164,85.03951,68.15744,57.566814,49.702503,48.182064,60.4504,65.74571,56.6231,48.916073,49.020927,53.162804,65.85057
7680x4320,1285.6592,650.2219,435.57846,329.09558,262.82556,220.46309,191.83699,179.04434,225.28654,207.82776,188.79611,188.11453,185.91254,186.48924,191.78455
