Resolution,1,2,3,4,5,6,7,8,9,10,12,16,32,64,128
1280x720,40.370174,20.971518,13.893633,10.747904,8.441037,7.6021757,7.5497475,6.815744,9.12261,8.441038,8.074036,7.759463,8.70318,14.5227785,24.798822
1920x1080,86.19295,43.935333,29.622272,22.439526,18.035507,15.361639,14.313062,14.942207,19.765656,17.668507,15.781069,15.466495,15.361638,21.86281,31.299994
2560x1440,151.88623,77.0179,52.219086,39.007027,31.614567,26.528973,23.750246,22.963816,31.876709,30.880564,26.68626,24.222107,24.95611,31.090277,41.733326
3840x2160,337.3269,169.55473,113.77049,86.402664,68.94387,57.77653,50.541363,49.44036,59.349403,66.06029,57.199818,51.17051,50.908363,55.312386,67.8953
7680x4320,1306.9451,657.1426,444.85834,331.71698,265.447,224.60498,194.03899,186.4368,227.69829,210.13464,192.15155,189.21553,189.37282,190.2117,196.13614
